מספר סידורי,מספר לפי מתחרים,שם המוצר,מקט,שם המוצר מהאתר,חברה/מותג,תאריך,מחיר רגיל,מחיר ליחידה/משקל,מחיר מבצע,מחיר מבצע ליח'
43,17,שניצל תירס 750 גרם מותג הבית,7290015681162,,,,,,,
44,17,שניצל תירס טבעול,7290000300900,,,,,,,
45,17,שניצל תירס זוגלובק,7290006742209,,,,,,,
46,18,קמח תופח מותג הבית,7290015834186,,,,,,,
47,18,קמח תופח סוגת,7290100702383,,,,,,,
48,18,קמח תופח אסם,7290000063157,,,,,,,
49,19,שמן קנולה 1 ל' מותג הבית,7290015681506,,,,,,,
50,19,שמן קנולה עץ הזית,7290002692393,,,,,,,
51,19,שמן קנולה בורחס/ מילומור,7290002374312,,,,,,,
52,20,שמן זית 750 מ' מותג הבית,7290016733709,,,,,,,
53,20,שמן זית עץ הזית,7290017142128,,,,,,,
54,20,שמן זית יד מרדכי,7290010429554,,,,,,,
55,21,פתיתים מותג הבית,7290015834285,,,,,,,
56,21,פתיתים אסם,7290000060200,,,,,,,
57,21,פתיתים סוגת,7290100702611,,,,,,,
58,22,אורז 1 קילו מותג הבית,7290017406367,,,,,,,
59,22,אורז פרסי קלאסי סוגת,7290000211442,,,,,,,
60,22,אורז ויליפוד,8901537024014,,,,,,,
61,23,שקדי מרק 400 גרם מותג הבית,7290016272925,,,,,,,
62,23,שקדי מרק מנה,7290003514007,,,,,,,
63,23,שקדי מרק אסם,7290000063140,,,,,,,
64,24,טחינה גולמית מותג הבית,7290011468620,,,,,,,
65,24,טחינה גולמית בארכה,7290000112220,,,,,,,
66,24,טחינה ירושלים,7290010627844,,,,,,,
67,25,"מיונז 500 ג'/ 1 ק""ג מותג הבית",7290015681438,,,,,,,
68,25,מיונז תלמה,7290000111353,,,,,,,
69,25,מיונז הלמנס,7290100243084,,,,,,,
70,26,"דבש 350 ג'/ 1 ק""ג מותג הבית",7290015834315,,,,,,,
71,26,דבש יד מרדכי,7290002130581,,,,,,,
72,26,דבש עמק חפר,7290002479109,,,,,,,
73,27,מגבות נייר 6 יח' מותג הבית,7290016272802,,,,,,,
74,27,מגבות נייר ניקול,7290000188355,,,,,,,
75,27,מגבות נייר סנו,7290005427107,,,,,,,
76,28,נוזל לניקוי כלים 750 מל מותג הבית,7290006784711,,,,,,,
77,28,נוזל כלים פיירי,4084500088917,,,,,,,
78,28,נוזל כלים פלמוליב,7290002730262,,,,,,,
79,29,אקונומיקה 4 ל' מותג הבית,7290015899222,,,,,,,
80,29,אקונומיקה סנט מוריץ,7290002814511,,,,,,,
81,29,אקונומיקה פסגה סנו,7290001791349,,,,,,,
82,30,אבקת כביסה 2.5 קילו מותג הבית,7290015835558,,,,,,,
83,30,אקת כביסה קולון/ סוד,7290000245584,,,,,,,
84,30,אבקת כביסה סנו,7290012116537,,,,,,,
85,31,מרכך כביסה 4 ל' מותג הבית,7290016255737,,,,,,,
86,31,מרכך כביסה בדין,7290000342856,,,,,,,
87,31,מרכך כביסה סנו,7290005423734,,,,,,,
88,32,נייר טואלט 32 גלילים מותג הבית,7290016272796,,,,,,,
89,32,נייר טואלט 32 גל' מולאט,7290000262031,,,,,,,
90,32,נייר טואלט 32 גל' סנו,7290000187938,,,,,,,
91,33,נייר טואלט 48 גלילים מותג הבית,7290015835947,,,,,,,
92,33,נייר טואלט 48 גל' מולאט,7290000262239,,,,,,,
93,33,נייר טואלט 48 גל' סנו,7290011598457,,,,,,,
94,34,קורנפלקס מותג הבית,7290016733532,,,,,,,
95,34,קרונפלקס תלמה,7290107647755,,,,,,,
96,34,קרונפלקס קלוגס,7290002543237,,,,,,,
97,35,שוקולד מריר מארז 3/ 5 יח' מותג הבית,7290016865455,,,,,,,
98,35,שוקולד פרה מריר עלית,7290104727726,,,,,,,
99,35,שורולד מריר ורד הגליל מארז 5 יח',7290111350412,,,,,,,
100,36,פופקורן למיקרו מותג הבית,7290111350979,,,,,,,
101,36,פופקורן פופ-סטאר,7290000420332,,,,,,,
102,36,פופקורן הוט-פופ,5701932026971,,,,,,,
103,37,וופלים 500 ג' מותג הבית,7290016733716,,,,,,,
104,37,וופלים עלית,7290000174099,,,,,,,
105,38,פתי בר 500 ג' מותג הבית,7290016733396,,,,,,,
106,38,פתי בר אסם,7290000074184,,,,,,,
107,38,פתי בר עלית,7290001813881,,,,,,,
